,Date,Weekday,HomeTeam,HomeScore,AwayScore,AwayTeam,Winner,Stadium,City
301,2014-10-19,Sunday,QPR,2,3,Liverpool,Liverpool,Loftus Road,London
302,2014-10-19,Sunday,Stoke,2,1,Swansea,Stoke,bet365 Stadium,Stoke
303,2014-10-18,Saturday,Man City,4,1,Spurs,Man City,Etihad Stadium,Manchester
304,2014-10-18,Saturday,Arsenal,2,2,Hull,Draw,Emirates Stadium,London
305,2014-10-18,Saturday,Burnley,1,3,West Ham,West Ham,Turf Moor,Burnley
306,2014-10-18,Saturday,Crystal Palace,1,2,Chelsea,Chelsea,Selhurst Park,London
307,2014-10-18,Saturday,Everton,3,0,Aston Villa,Everton,Goodison Park,Liverpool
308,2014-10-18,Saturday,Newcastle,1,0,Leicester,Newcastle,St. James' Park,Newcastle
309,2014-10-18,Saturday,Southampton,8,0,Sunderland,Southampton,St. Mary's Stadium,Southampton
310,2014-10-05,Sunday,Aston Villa,0,2,Man City,Man City,Villa Park,Birmingham
311,2014-10-05,Sunday,Man Utd,2,1,Everton,Man Utd,Old Trafford,Manchester
312,2014-10-05,Sunday,Chelsea,2,0,Arsenal,Chelsea,Stamford Bridge,London
313,2014-10-05,Sunday,Spurs,1,0,Southampton,Spurs,White Hart Lane,London
314,2014-10-05,Sunday,West Ham,2,0,QPR,West Ham,Boleyn Ground,London
315,2014-10-04,Saturday,Hull,2,0,Crystal Palace,Hull,KCOM Stadium,Hull
316,2014-10-04,Saturday,Leicester,2,2,Burnley,Draw,King Power Stadium,Leicester
317,2014-10-04,Saturday,Liverpool,2,1,West Brom,Liverpool,Anfield,Liverpool
318,2014-10-04,Saturday,Sunderland,3,1,Stoke,Sunderland,Stadium of Light,Sunderland
319,2014-10-04,Saturday,Swansea,2,2,Newcastle,Draw,Liberty Stadium,Swansea
320,2014-09-30,Tuesday,Stoke,1,0,Newcastle,Stoke,bet365 Stadium,Stoke
321,2014-09-28,Sunday,Arsenal,1,1,Spurs,Draw,Emirates Stadium,London
322,2014-09-28,Sunday,West Brom,4,0,Burnley,West Brom,The Hawthorns,West Bromwich
323,2014-09-27,Saturday,Liverpool,1,1,Everton,Draw,Anfield,Liverpool
324,2014-09-27,Saturday,Chelsea,3,0,Aston Villa,Chelsea,Stamford Bridge,London
325,2014-09-27,Saturday,Crystal Palace,2,0,Leicester,Crystal Palace,Selhurst Park,London
326,2014-09-27,Saturday,Hull,2,4,Man City,Man City,KCOM Stadium,Hull
327,2014-09-27,Saturday,Man Utd,2,1,West Ham,Man Utd,Old Trafford,Manchester
328,2014-09-27,Saturday,Southampton,2,1,QPR,Southampton,St. Mary's Stadium,Southampton
329,2014-09-27,Saturday,Sunderland,0,0,Swansea,Draw,Stadium of Light,Sunderland
330,2014-09-21,Sunday,West Ham,3,1,Liverpool,West Ham,Boleyn Ground,London
331,2014-09-21,Sunday,Leicester,5,3,Man Utd,Leicester,King Power Stadium,Leicester
332,2014-09-21,Sunday,Spurs,0,1,West Brom,West Brom,White Hart Lane,London
333,2014-09-21,Sunday,Everton,2,3,Crystal Palace,Crystal Palace,Goodison Park,Liverpool
334,2014-09-21,Sunday,Man City,1,1,Chelsea,Draw,Etihad Stadium,Manchester
335,2014-09-20,Saturday,QPR,2,2,Stoke,Draw,Loftus Road,London
336,2014-09-20,Saturday,Aston Villa,0,3,Arsenal,Arsenal,Villa Park,Birmingham
337,2014-09-20,Saturday,Burnley,0,0,Sunderland,Draw,Turf Moor,Burnley
338,2014-09-20,Saturday,Newcastle,2,2,Hull,Draw,St. James' Park,Newcastle
339,2014-09-20,Saturday,Swansea,0,1,Southampton,Southampton,Liberty Stadium,Swansea
340,2014-09-16,Tuesday,Hull,2,2,West Ham,Draw,KCOM Stadium,Hull
341,2014-09-14,Sunday,Liverpool,0,1,Aston Villa,Aston Villa,Anfield,Liverpool
342,2014-09-14,Sunday,Man Utd,4,0,QPR,Man Utd,Old Trafford,Manchester
343,2014-09-13,Saturday,Arsenal,2,2,Man City,Draw,Emirates Stadium,London
344,2014-09-13,Saturday,Chelsea,4,2,Swansea,Chelsea,Stamford Bridge,London
345,2014-09-13,Saturday,Crystal Palace,0,0,Burnley,Draw,Selhurst Park,London
346,2014-09-13,Saturday,Southampton,4,0,Newcastle,Southampton,St. Mary's Stadium,Southampton
347,2014-09-13,Saturday,Stoke,0,1,Leicester,Leicester,bet365 Stadium,Stoke
348,2014-09-13,Saturday,Sunderland,2,2,Spurs,Draw,Stadium of Light,Sunderland
349,2014-09-13,Saturday,West Brom,0,2,Everton,Everton,The Hawthorns,West Bromwich
350,2014-08-31,Sunday,Everton,3,6,Chelsea,Chelsea,Goodison Park,Liverpool
351,2014-08-31,Sunday,Aston Villa,2,1,Hull,Aston Villa,Villa Park,Birmingham
352,2014-08-31,Sunday,Spurs,0,3,Liverpool,Liverpool,White Hart Lane,London
353,2014-08-31,Sunday,Leicester,1,1,Arsenal,Draw,King Power Stadium,Leicester
354,2014-08-30,Saturday,Burnley,0,0,Man Utd,Draw,Turf Moor,Burnley
355,2014-08-30,Saturday,Man City,0,1,Stoke,Stoke,Etihad Stadium,Manchester
356,2014-08-30,Saturday,Newcastle,3,3,Crystal Palace,Draw,St. James' Park,Newcastle
357,2014-08-30,Saturday,QPR,1,0,Sunderland,QPR,Loftus Road,London
358,2014-08-30,Saturday,Swansea,3,0,West Brom,Swansea,Liberty Stadium,Swansea
359,2014-08-30,Saturday,West Ham,1,3,Southampton,Southampton,Boleyn Ground,London
360,2014-08-26,Tuesday,Man City,3,1,Liverpool,Man City,Etihad Stadium,Manchester
361,2014-08-24,Sunday,Everton,2,2,Arsenal,Draw,Goodison Park,Liverpool
362,2014-08-24,Sunday,Hull,1,1,Stoke,Draw,KCOM Stadium,Hull
363,2014-08-24,Sunday,Spurs,4,0,QPR,Spurs,White Hart Lane,London
364,2014-08-24,Sunday,Sunderland,1,1,Man Utd,Draw,Stadium of Light,Sunderland
365,2014-08-23,Saturday,Aston Villa,0,0,Newcastle,Draw,Villa Park,Birmingham
366,2014-08-23,Saturday,Chelsea,2,0,Leicester,Chelsea,Stamford Bridge,London
367,2014-08-23,Saturday,Crystal Palace,1,3,West Ham,West Ham,Selhurst Park,London
368,2014-08-23,Saturday,Southampton,0,0,West Brom,Draw,St. Mary's Stadium,Southampton
369,2014-08-23,Saturday,Swansea,1,0,Burnley,Swansea,Liberty Stadium,Swansea
370,2014-08-19,Tuesday,Burnley,1,3,Chelsea,Chelsea,Turf Moor,Burnley
371,2014-08-17,Sunday,Arsenal,2,1,Crystal Palace,Arsenal,Emirates Stadium,London
372,2014-08-17,Sunday,Liverpool,2,1,Southampton,Liverpool,Anfield,Liverpool
373,2014-08-17,Sunday,Newcastle,0,2,Man City,Man City,St. James' Park,Newcastle
374,2014-08-16,Saturday,Man Utd,1,2,Swansea,Swansea,Old Trafford,Manchester
375,2014-08-16,Saturday,Leicester,2,2,Everton,Draw,King Power Stadium,Leicester
376,2014-08-16,Saturday,QPR,0,1,Hull,Hull,Loftus Road,London
377,2014-08-16,Saturday,Stoke,0,1,Aston Villa,Aston Villa,bet365 Stadium,Stoke
378,2014-08-16,Saturday,West Brom,2,2,Sunderland,Draw,The Hawthorns,West Bromwich
379,2014-08-16,Saturday,West Ham,0,1,Spurs,Spurs,Boleyn Ground,London
