,Date,Weekday,HomeTeam,HomeScore,AwayScore,AwayTeam,Winner,Stadium,City
302,2012-10-21,Sunday,Sunderland,1,1,Newcastle,Draw,Stadium of Light,Sunderland
303,2012-10-21,Sunday,QPR,1,1,Everton,Draw,Loftus Road,London
304,2012-10-20,Saturday,Spurs,2,4,Chelsea,Chelsea,White Hart Lane,London
305,2012-10-20,Saturday,Fulham,1,0,Aston Villa,Fulham,Craven Cottage,London
306,2012-10-20,Saturday,Liverpool,1,0,Reading,Liverpool,Anfield,Liverpool
307,2012-10-20,Saturday,Man Utd,4,2,Stoke,Man Utd,Old Trafford,Manchester
308,2012-10-20,Saturday,Swansea,2,1,Wigan,Swansea,Liberty Stadium,Swansea
309,2012-10-20,Saturday,West Brom,1,2,Man City,Man City,The Hawthorns,West Bromwich
310,2012-10-20,Saturday,West Ham,4,1,Southampton,West Ham,Boleyn Ground,London
311,2012-10-07,Sunday,West Ham,1,3,Arsenal,Arsenal,Boleyn Ground,London
312,2012-10-07,Sunday,Southampton,2,2,Fulham,Draw,The Friends Provident St Mary's Stadium,Southampton
313,2012-10-07,Sunday,Liverpool,0,0,Stoke,Draw,Anfield,Liverpool
314,2012-10-07,Sunday,Spurs,2,0,Aston Villa,Spurs,White Hart Lane,London
315,2012-10-07,Sunday,Newcastle,0,3,Man Utd,Man Utd,St James' Park,Newcastle
316,2012-10-06,Saturday,Chelsea,4,1,Norwich,Chelsea,Stamford Bridge,London
317,2012-10-06,Saturday,Swansea,2,2,Reading,Draw,Liberty Stadium,Swansea
318,2012-10-06,Saturday,West Brom,3,2,QPR,West Brom,The Hawthorns,West Bromwich
319,2012-10-06,Saturday,Wigan,2,2,Everton,Draw,DW Stadium,Wigan
320,2012-10-06,Saturday,Man City,3,0,Sunderland,Man City,Etihad Stadium,Manchester
321,2012-10-02,Tuesday,QPR,1,2,West Ham,West Ham,Loftus Road,London
322,2012-09-30,Sunday,Man Utd,2,3,Spurs,Spurs,Old Trafford,Manchester
323,2012-09-30,Sunday,Aston Villa,1,1,West Brom,Draw,Villa Park,Birmingham
324,2012-09-29,Saturday,Arsenal,1,2,Chelsea,Chelsea,Emirates Stadium,London
325,2012-09-29,Saturday,Everton,3,1,Southampton,Everton,Goodison Park,Liverpool
326,2012-09-29,Saturday,Fulham,1,2,Man City,Man City,Craven Cottage,London
327,2012-09-29,Saturday,Norwich,2,5,Liverpool,Liverpool,Carrow Road,Norwich
328,2012-09-29,Saturday,Reading,2,2,Newcastle,Draw,Madejski Stadium,Reading
329,2012-09-29,Saturday,Stoke,2,0,Swansea,Stoke,bet365 Stadium,Stoke
330,2012-09-29,Saturday,Sunderland,1,0,Wigan,Sunderland,Stadium of Light,Sunderland
331,2012-09-23,Sunday,Liverpool,1,2,Man Utd,Man Utd,Anfield,Liverpool
332,2012-09-23,Sunday,Newcastle,1,0,Norwich,Newcastle,St James' Park,Newcastle
333,2012-09-23,Sunday,Man City,1,1,Arsenal,Draw,Etihad Stadium,Manchester
334,2012-09-23,Sunday,Spurs,2,1,QPR,Spurs,White Hart Lane,London
335,2012-09-22,Saturday,Swansea,0,3,Everton,Everton,Liberty Stadium,Swansea
336,2012-09-22,Saturday,Chelsea,1,0,Stoke,Chelsea,Stamford Bridge,London
337,2012-09-22,Saturday,Southampton,4,1,Aston Villa,Southampton,The Friends Provident St Mary's Stadium,Southampton
338,2012-09-22,Saturday,West Brom,1,0,Reading,West Brom,The Hawthorns,West Bromwich
339,2012-09-22,Saturday,West Ham,1,1,Sunderland,Draw,Boleyn Ground,London
340,2012-09-22,Saturday,Wigan,1,2,Fulham,Fulham,DW Stadium,Wigan
341,2012-09-18,Tuesday,Everton,2,2,Newcastle,Draw,Goodison Park,Liverpool
342,2012-09-16,Sunday,Sunderland,1,1,Liverpool,Draw,Stadium of Light,Sunderland
343,2012-09-16,Sunday,Reading,1,3,Spurs,Spurs,Madejski Stadium,Reading
344,2012-09-15,Saturday,Norwich,0,0,West Ham,Draw,Carrow Road,Norwich
345,2012-09-15,Saturday,Arsenal,6,1,Southampton,Arsenal,Emirates Stadium,London
346,2012-09-15,Saturday,Aston Villa,2,0,Swansea,Aston Villa,Villa Park,Birmingham
347,2012-09-15,Saturday,Fulham,3,0,West Brom,Fulham,Craven Cottage,London
348,2012-09-15,Saturday,Man Utd,4,0,Wigan,Man Utd,Old Trafford,Manchester
349,2012-09-15,Saturday,QPR,0,0,Chelsea,Draw,Loftus Road,London
350,2012-09-15,Saturday,Stoke,1,1,Man City,Draw,bet365 Stadium,Stoke
351,2012-09-02,Sunday,Man City,3,1,QPR,Man City,Etihad Stadium,Manchester
352,2012-09-02,Sunday,Liverpool,0,2,Arsenal,Arsenal,Anfield,Liverpool
353,2012-09-02,Sunday,Newcastle,1,1,Aston Villa,Draw,St James' Park,Newcastle
354,2012-09-02,Sunday,Southampton,2,3,Man Utd,Man Utd,The Friends Provident St Mary's Stadium,Southampton
355,2012-09-01,Saturday,West Ham,3,0,Fulham,West Ham,Boleyn Ground,London
356,2012-09-01,Saturday,Swansea,2,2,Sunderland,Draw,Liberty Stadium,Swansea
357,2012-09-01,Saturday,Spurs,1,1,Norwich,Draw,White Hart Lane,London
358,2012-09-01,Saturday,West Brom,2,0,Everton,West Brom,The Hawthorns,West Bromwich
359,2012-09-01,Saturday,Wigan,2,2,Stoke,Draw,DW Stadium,Wigan
360,2012-08-26,Sunday,Chelsea,2,0,Newcastle,Chelsea,Stamford Bridge,London
361,2012-08-26,Sunday,Stoke,0,0,Arsenal,Draw,bet365 Stadium,Stoke
362,2012-08-26,Sunday,Liverpool,2,2,Man City,Draw,Anfield,Liverpool
363,2012-08-25,Saturday,Swansea,3,0,West Ham,Swansea,Liberty Stadium,Swansea
364,2012-08-25,Saturday,Aston Villa,1,3,Everton,Everton,Villa Park,Birmingham
365,2012-08-25,Saturday,Man Utd,3,2,Fulham,Man Utd,Old Trafford,Manchester
366,2012-08-25,Saturday,Norwich,1,1,QPR,Draw,Carrow Road,Norwich
367,2012-08-25,Saturday,Southampton,0,2,Wigan,Wigan,The Friends Provident St Mary's Stadium,Southampton
368,2012-08-25,Saturday,Spurs,1,1,West Brom,Draw,White Hart Lane,London
369,2012-08-23,Thursday,Chelsea,4,2,Reading,Chelsea,Stamford Bridge,London
370,2012-08-21,Tuesday,Everton,1,0,Man Utd,Everton,Goodison Park,Liverpool
371,2012-08-19,Sunday,Newcastle,2,1,Spurs,Newcastle,St James' Park,Newcastle
372,2012-08-19,Sunday,Wigan,0,2,Chelsea,Chelsea,DW Stadium,Wigan
373,2012-08-19,Sunday,Man City,3,2,Southampton,Man City,Etihad Stadium,Manchester
374,2012-08-18,Saturday,Arsenal,0,0,Sunderland,Draw,Emirates Stadium,London
375,2012-08-18,Saturday,Fulham,5,0,Norwich,Fulham,Craven Cottage,London
376,2012-08-18,Saturday,QPR,0,5,Swansea,Swansea,Loftus Road,London
377,2012-08-18,Saturday,Reading,1,1,Stoke,Draw,Madejski Stadium,Reading
378,2012-08-18,Saturday,West Brom,3,0,Liverpool,West Brom,The Hawthorns,West Bromwich
379,2012-08-18,Saturday,West Ham,1,0,Aston Villa,West Ham,Boleyn Ground,London
